timestamp,co_sensor_mg_m3,nox_sensor_ppb,no2_sensor_microg_m3,temperature_c,relative_humidity_percent,absolute_humidity_g_m3
2004-05-13 08:00:00,3.6,264.0,136.0,16.0,59.3,1.0711
2004-05-13 09:00:00,2.4,211.0,119.0,16.6,55.6,1.042
2004-05-13 10:00:00,2.4,208.0,122.0,17.4,51.8,1.022
2004-05-13 11:00:00,1.6,139.0,90.0,17.6,49.7,0.9944
2004-05-13 12:00:00,1.9,138.0,97.0,17.2,52.8,1.0236
2004-05-13 13:00:00,2.4,142.0,98.0,18.2,49.6,1.0268
2004-05-13 14:00:00,1.7,131.0,93.0,19.5,45.0,1.0114
2004-05-13 15:00:00,2.1,132.0,98.0,19.5,45.5,1.0189
2004-05-13 16:00:00,3.1,178.0,123.0,19.8,44.3,1.0104
2004-05-13 17:00:00,4.6,228.0,148.0,20.3,43.1,1.0114
2004-05-13 18:00:00,4.5,232.0,148.0,20.3,44.4,1.0457
2004-05-13 19:00:00,3.9,204.0,133.0,19.8,47.9,1.092
2004-05-13 20:00:00,4.6,250.0,141.0,19.1,52.3,1.1486
2004-05-13 21:00:00,3.3,208.0,131.0,18.2,54.7,1.1336
2004-05-13 22:00:00,2.7,158.0,121.0,17.8,55.0,1.1097
2004-05-13 23:00:00,3.3,197.0,123.0,17.5,56.4,1.1175
2004-05-14 00:00:00,2.5,152.0,107.0,17.3,57.8,1.1298
2004-05-14 01:00:00,2.1,112.0,104.0,16.8,57.5,1.0912
2004-05-14 02:00:00,1.3,75.0,91.0,16.3,57.0,1.0484
2004-05-14 03:00:00,1.0,75.0,91.0,16.2,56.3,1.0262
2004-05-14 05:00:00,1.2,116.0,102.0,16.0,58.3,1.0481
2004-05-14 06:00:00,1.5,118.0,95.0,17.2,52.3,1.0169
2004-05-14 07:00:00,3.7,272.0,140.0,18.5,49.4,1.0397
2004-05-14 09:00:00,3.3,258.0,138.0,21.0,37.9,0.9313
2004-05-14 10:00:00,2.5,186.0,113.0,22.8,32.4,0.887
2004-05-14 11:00:00,1.9,130.0,101.0,25.5,25.6,0.8218
2004-05-14 12:00:00,2.0,134.0,97.0,25.9,23.6,0.7771
2004-05-14 13:00:00,2.5,148.0,114.0,27.7,20.8,0.7599
2004-05-14 14:00:00,2.1,147.0,110.0,27.1,21.6,0.7618
2004-05-14 15:00:00,2.1,123.0,103.0,28.4,20.2,0.7697
2004-05-14 16:00:00,2.3,138.0,119.0,28.1,21.9,0.8184
2004-05-14 17:00:00,3.0,162.0,126.0,27.6,22.3,0.8116
2004-05-14 18:00:00,4.1,214.0,144.0,25.2,24.3,0.7671
2004-05-14 19:00:00,4.5,230.0,164.0,24.6,25.1,0.7636
2004-05-14 20:00:00,3.5,191.0,148.0,23.1,27.2,0.7575
2004-05-14 21:00:00,2.1,128.0,119.0,22.0,28.6,0.7483
2004-05-14 22:00:00,2.3,138.0,111.0,20.8,34.5,0.8365
2004-05-14 23:00:00,1.9,126.0,115.0,20.4,35.3,0.8352
2004-05-15 00:00:00,1.9,107.0,103.0,19.1,38.3,0.8381
2004-05-15 01:00:00,1.2,67.0,81.0,18.0,40.5,0.8271
2004-05-15 02:00:00,1.0,55.0,71.0,17.4,43.4,0.8553
2004-05-15 03:00:00,1.1,55.0,71.0,14.8,50.6,0.8489
2004-05-15 05:00:00,0.5,33.0,44.0,15.7,46.9,0.8329
2004-05-15 06:00:00,0.6,41.0,49.0,15.3,49.7,0.8552
2004-05-15 07:00:00,1.4,106.0,68.0,16.0,47.4,0.8564
2004-05-15 08:00:00,2.6,208.0,108.0,17.6,43.3,0.8647
2004-05-15 09:00:00,2.8,193.0,117.0,20.3,37.4,0.8807
2004-05-15 10:00:00,2.6,191.0,127.0,23.1,30.3,0.8425
2004-05-15 11:00:00,1.6,113.0,93.0,25.0,24.2,0.7568
2004-05-15 12:00:00,1.7,111.0,94.0,25.6,23.5,0.7611
2004-05-15 13:00:00,1.7,106.0,87.0,25.5,22.6,0.7288
2004-05-15 14:00:00,1.3,82.0,75.0,26.1,21.1,0.7023
2004-05-15 15:00:00,1.4,79.0,81.0,28.2,19.4,0.7303
2004-05-15 16:00:00,1.4,90.0,86.0,27.4,20.5,0.7379
2004-05-15 17:00:00,1.7,104.0,97.0,26.0,22.7,0.7532
2004-05-15 18:00:00,2.3,148.0,117.0,23.8,27.1,0.7858
2004-05-15 19:00:00,2.5,158.0,120.0,23.0,28.7,0.7976
2004-05-15 20:00:00,3.3,234.0,149.0,21.7,31.8,0.8191
2004-05-15 21:00:00,2.2,163.0,124.0,20.9,33.2,0.8098
2004-05-15 22:00:00,1.6,95.0,97.0,20.2,34.3,0.8017
2004-05-15 23:00:00,2.6,146.0,112.0,19.6,37.0,0.8325
2004-05-16 00:00:00,2.3,102.0,95.0,18.1,40.9,0.8441
2004-05-16 01:00:00,1.5,90.0,88.0,17.0,43.3,0.8341
2004-05-16 02:00:00,0.9,41.0,54.0,16.7,43.4,0.8193
2004-05-16 03:00:00,0.8,41.0,54.0,15.9,44.7,0.8009
2004-05-16 05:00:00,0.4,32.0,45.0,13.5,50.1,0.7706
2004-05-16 06:00:00,0.4,34.0,47.0,14.2,49.9,0.8025
2004-05-16 07:00:00,0.8,57.0,58.0,13.8,51.4,0.8059
2004-05-16 08:00:00,0.9,73.0,69.0,16.3,45.1,0.8286
2004-05-16 09:00:00,1.6,119.0,89.0,19.2,35.4,0.7812
2004-05-16 10:00:00,2.0,138.0,105.0,25.5,21.1,0.677
2004-05-16 11:00:00,1.6,96.0,92.0,28.2,19.0,0.7164
2004-05-16 12:00:00,1.4,80.0,82.0,29.5,19.8,0.8013
2004-05-16 13:00:00,0.9,45.0,56.0,30.6,19.4,0.8348
2004-05-16 14:00:00,0.9,45.0,60.0,29.9,22.0,0.9181
2004-05-16 15:00:00,1.2,54.0,64.0,31.5,21.9,0.997
2004-05-16 16:00:00,1.4,66.0,85.0,31.2,24.6,1.0987
2004-05-16 17:00:00,1.9,95.0,107.0,30.4,26.5,1.1347
2004-05-16 18:00:00,1.8,99.0,106.0,26.8,33.5,1.1602
2004-05-16 19:00:00,2.7,147.0,125.0,25.5,37.4,1.1995
2004-05-16 20:00:00,2.4,129.0,118.0,23.7,39.4,1.1381
2004-05-16 21:00:00,1.6,96.0,95.0,22.9,37.0,1.0197
2004-05-16 22:00:00,1.4,92.0,97.0,20.8,36.3,0.8775
2004-05-16 23:00:00,1.4,88.0,93.0,20.3,28.5,0.6686
2004-05-17 00:00:00,1.4,89.0,85.0,19.6,26.5,0.5974
2004-05-17 01:00:00,0.9,52.0,67.0,19.1,25.9,0.5673
2004-05-17 02:00:00,0.5,25.0,37.0,18.4,27.6,0.5799
2004-05-17 03:00:00,0.4,25.0,37.0,17.4,30.2,0.5945
2004-05-17 05:00:00,0.5,65.0,75.0,15.8,36.5,0.6535
2004-05-17 06:00:00,1.3,132.0,102.0,16.0,38.1,0.6879
2004-05-17 07:00:00,2.6,216.0,113.0,17.6,35.0,0.6965
2004-05-17 08:00:00,2.0,180.0,142.0,18.5,31.2,0.6611
2004-05-17 09:00:00,1.8,140.0,90.0,19.8,28.5,0.652
2004-05-17 10:00:00,1.7,141.0,94.0,22.3,24.1,0.6394
2004-05-17 11:00:00,1.5,123.0,92.0,24.2,21.7,0.6451
2004-05-17 12:00:00,1.9,129.0,97.0,25.1,20.8,0.6516
2004-05-17 13:00:00,1.7,115.0,88.0,25.8,19.5,0.6392
2004-05-17 14:00:00,1.5,104.0,86.0,26.3,18.9,0.6344
2004-05-17 15:00:00,1.7,129.0,99.0,25.8,18.6,0.608
2004-05-17 16:00:00,1.7,138.0,95.0,25.7,19.4,0.6304
2004-05-17 17:00:00,2.4,135.0,105.0,26.7,17.1,0.5909
2004-05-17 18:00:00,3.1,163.0,121.0,24.3,19.8,0.5933
2004-05-17 19:00:00,3.4,180.0,125.0,23.5,20.8,0.5937
2004-05-17 20:00:00,3.0,170.0,122.0,22.0,24.0,0.6263
2004-05-17 21:00:00,1.2,72.0,81.0,21.1,26.2,0.6481
2004-05-17 22:00:00,1.2,69.0,73.0,20.9,28.8,0.7014
2004-05-17 23:00:00,1.3,79.0,80.0,20.2,31.2,0.7304
2004-05-18 00:00:00,1.0,53.0,65.0,20.0,31.5,0.7262
2004-05-18 01:00:00,0.4,36.0,59.0,20.8,32.3,0.7813
2004-05-18 02:00:00,0.3,30.0,50.0,20.0,34.5,0.7954
2004-05-18 03:00:00,0.2,30.0,50.0,21.2,32.9,0.8178
2004-05-18 05:00:00,0.5,38.0,37.0,17.0,44.6,0.8593
2004-05-18 06:00:00,0.9,68.0,54.0,17.1,45.3,0.8784
2004-05-18 07:00:00,2.7,192.0,94.0,17.1,46.5,0.901
2004-05-18 08:00:00,6.5,346.0,139.0,18.8,39.7,0.8547
2004-05-18 09:00:00,3.2,225.0,115.0,20.3,38.1,0.8946
2004-05-18 10:00:00,2.4,199.0,119.0,25.3,27.0,0.8565
2004-05-18 11:00:00,1.9,140.0,103.0,27.4,22.8,0.8219
2004-05-18 12:00:00,2.7,162.0,123.0,30.0,20.0,0.8338
2004-05-18 13:00:00,2.9,173.0,126.0,30.9,19.1,0.8394
2004-05-18 14:00:00,2.0,121.0,106.0,30.6,20.2,0.8719
2004-05-18 15:00:00,2.3,133.0,127.0,32.2,18.9,0.8964
2004-05-18 16:00:00,1.9,96.0,105.0,31.7,19.5,0.8981
2004-05-18 17:00:00,3.0,141.0,130.0,30.9,20.5,0.8996
2004-05-18 18:00:00,4.4,221.0,160.0,27.5,24.7,0.8899
2004-05-18 19:00:00,4.7,232.0,162.0,25.8,27.0,0.8821
2004-05-18 20:00:00,3.4,174.0,135.0,23.7,30.0,0.8633
2004-05-18 21:00:00,2.4,138.0,122.0,22.2,33.4,0.8806
2004-05-18 22:00:00,1.2,65.0,75.0,21.1,36.5,0.9019
2004-05-18 23:00:00,1.7,107.0,96.0,20.2,38.6,0.9016
2004-05-19 00:00:00,1.2,70.0,84.0,19.3,43.0,0.9535
2004-05-19 01:00:00,0.7,44.0,68.0,19.2,43.6,0.9591
2004-05-19 02:00:00,0.5,41.0,65.0,18.4,45.7,0.9599
2004-05-19 03:00:00,0.3,41.0,65.0,18.7,44.3,0.9453
2004-05-19 05:00:00,0.3,32.0,46.0,17.0,49.2,0.9459
2004-05-19 06:00:00,0.7,46.0,54.0,16.4,52.1,0.9612
2004-05-19 07:00:00,3.1,173.0,94.0,16.4,53.4,0.9863
2004-05-19 08:00:00,6.2,320.0,155.0,18.6,46.8,0.99
2004-05-19 09:00:00,4.6,294.0,165.0,21.0,41.1,1.0104
2004-05-19 10:00:00,2.6,182.0,134.0,26.4,28.9,0.9785
2004-05-19 11:00:00,2.1,154.0,122.0,27.7,26.3,0.9652
2004-05-19 12:00:00,2.0,118.0,113.0,30.1,22.1,0.9281
2004-05-19 13:00:00,2.2,116.0,115.0,31.0,22.9,1.0144
2004-05-19 14:00:00,2.1,121.0,118.0,31.0,22.6,1.0012
2004-05-19 15:00:00,2.3,116.0,125.0,31.6,21.0,0.959
2004-05-19 16:00:00,2.5,144.0,135.0,30.4,24.7,1.0526
2004-05-19 17:00:00,3.4,176.0,149.0,28.8,26.3,1.0271
2004-05-19 18:00:00,4.3,214.0,162.0,26.4,30.1,1.0204
2004-05-19 19:00:00,3.8,191.0,151.0,24.7,31.5,0.9672
2004-05-19 20:00:00,3.8,205.0,154.0,22.9,36.5,1.0083
2004-05-19 21:00:00,2.0,110.0,118.0,20.8,41.8,1.0155
2004-05-19 22:00:00,1.7,95.0,103.0,19.7,47.1,1.0666
2004-05-19 23:00:00,2.0,126.0,122.0,18.9,52.2,1.1313
2004-05-20 00:00:00,1.5,90.0,102.0,18.5,50.1,1.0539
2004-05-20 01:00:00,0.8,48.0,73.0,18.0,53.0,1.0832
2004-05-20 02:00:00,0.5,38.0,59.0,18.4,51.7,1.0819
2004-05-20 03:00:00,0.3,38.0,59.0,19.8,46.2,1.056
2004-05-20 05:00:00,0.3,26.0,35.0,17.3,54.1,1.0582
2004-05-20 06:00:00,0.9,83.0,68.0,15.8,59.0,1.0495
2004-05-20 07:00:00,2.8,188.0,97.0,16.6,55.9,1.0486
2004-05-20 08:00:00,5.4,253.0,146.0,18.7,52.8,1.1279
2004-05-20 09:00:00,4.0,149.0,83.0,20.7,46.4,1.1227
2004-05-20 10:00:00,2.2,155.0,117.0,26.1,30.0,0.9972
2004-05-20 11:00:00,2.2,146.0,117.0,28.6,25.8,0.9989
2004-05-20 12:00:00,2.0,121.0,108.0,30.3,23.3,0.9869
2004-05-20 13:00:00,2.0,111.0,107.0,31.3,22.3,1.0043
2004-05-20 14:00:00,1.9,116.0,120.0,31.1,22.3,0.9888
2004-05-20 15:00:00,2.7,167.0,150.0,32.4,20.4,0.9732
2004-05-20 16:00:00,2.2,145.0,138.0,32.6,19.3,0.935
2004-05-20 17:00:00,3.5,192.0,148.0,31.2,20.3,0.9064
2004-05-20 18:00:00,4.1,231.0,168.0,27.7,24.8,0.9106
2004-05-20 19:00:00,4.4,248.0,172.0,25.7,27.9,0.908
2004-05-20 20:00:00,4.5,267.0,179.0,24.1,29.9,0.8879
2004-05-20 21:00:00,2.9,181.0,143.0,22.2,34.4,0.9072
2004-05-20 22:00:00,2.6,163.0,137.0,20.7,38.0,0.9149
2004-05-20 23:00:00,2.1,141.0,117.0,20.2,42.8,0.9983
2004-05-21 00:00:00,1.2,78.0,93.0,20.5,42.0,1.0004
2004-05-21 01:00:00,0.6,42.0,64.0,20.1,42.0,0.9763
2004-05-21 02:00:00,0.3,35.0,58.0,20.0,41.5,0.9571
2004-05-21 03:00:00,0.3,35.0,58.0,16.3,51.6,0.9461
2004-05-21 05:00:00,0.3,38.0,47.0,16.4,50.2,0.931
2004-05-21 06:00:00,0.7,65.0,62.0,14.9,54.7,0.9203
2004-05-21 07:00:00,4.2,296.0,113.0,16.4,51.3,0.9474
2004-05-21 08:00:00,4.8,303.0,126.0,18.2,46.2,0.9575
2004-05-21 09:00:00,3.4,244.0,139.0,20.7,40.0,0.9639
2004-05-21 10:00:00,2.8,216.0,148.0,26.5,27.0,0.9217
2004-05-21 11:00:00,1.8,137.0,117.0,28.5,23.8,0.915
2004-05-21 12:00:00,1.9,120.0,106.0,29.7,23.7,0.9714
2004-05-21 13:00:00,2.0,100.0,98.0,31.7,21.7,0.9966
2004-05-21 14:00:00,1.9,103.0,98.0,31.7,21.5,0.9902
2004-05-21 15:00:00,2.0,123.0,110.0,32.8,19.5,0.9515
2004-05-21 16:00:00,2.3,136.0,114.0,32.5,18.6,0.8948
2004-05-21 17:00:00,2.7,158.0,122.0,30.2,22.6,0.9524
2004-05-21 18:00:00,3.6,216.0,155.0,27.6,25.7,0.9382
2004-05-21 19:00:00,3.8,211.0,145.0,25.9,24.9,0.8195
2004-05-21 20:00:00,3.5,202.0,146.0,23.9,29.4,0.8589
2004-05-21 21:00:00,2.5,147.0,130.0,22.3,32.1,0.8515
2004-05-21 22:00:00,2.5,160.0,126.0,20.5,35.9,0.8565
2004-05-21 23:00:00,3.0,162.0,127.0,19.8,37.2,0.8509
2004-05-22 00:00:00,3.7,194.0,126.0,19.1,41.9,0.9158
2004-05-22 01:00:00,3.3,167.0,124.0,17.8,46.1,0.9344
2004-05-22 02:00:00,1.5,91.0,93.0,17.6,47.6,0.9465
2004-05-22 03:00:00,0.7,91.0,93.0,17.9,46.3,0.9394
2004-05-22 05:00:00,0.5,50.0,59.0,15.8,53.8,0.9615
2004-05-22 06:00:00,0.5,61.0,66.0,16.5,53.5,0.9928
2004-05-22 07:00:00,1.2,107.0,80.0,17.2,52.9,1.0276
2004-05-22 08:00:00,2.2,139.0,94.0,19.3,48.3,1.0723
2004-05-22 09:00:00,2.2,165.0,102.0,20.6,47.1,1.1287
2004-05-22 10:00:00,2.1,139.0,96.0,23.7,40.0,1.153
2004-05-22 11:00:00,1.8,113.0,91.0,25.6,32.5,1.053
2004-05-22 12:00:00,2.2,138.0,104.0,27.2,28.1,0.9989
2004-05-22 13:00:00,2.0,104.0,84.0,27.9,28.1,1.0394
2004-05-22 14:00:00,1.4,78.0,76.0,28.3,27.8,1.0539
2004-05-22 15:00:00,1.8,97.0,87.0,29.2,27.0,1.081
2004-05-22 16:00:00,2.1,115.0,101.0,28.9,29.3,1.1503
2004-05-22 17:00:00,2.8,152.0,115.0,25.4,39.8,1.2771
2004-05-22 18:00:00,2.8,157.0,110.0,25.2,40.1,1.2642
2004-05-22 19:00:00,2.7,132.0,103.0,24.5,39.4,1.1963
2004-05-22 20:00:00,1.8,98.0,90.0,22.3,45.4,1.2088
2004-05-22 21:00:00,1.2,65.0,68.0,21.2,48.3,1.2034
2004-05-22 22:00:00,2.6,101.0,85.0,20.6,50.5,1.2082
2004-05-22 23:00:00,3.1,134.0,100.0,20.2,52.9,1.234
2004-05-23 00:00:00,4.1,177.0,114.0,19.8,54.5,1.2488
2004-05-23 01:00:00,3.6,179.0,108.0,19.5,56.2,1.2624
2004-05-23 02:00:00,1.9,105.0,78.0,19.0,58.0,1.2581
2004-05-23 03:00:00,1.9,105.0,78.0,18.1,61.6,1.2679
2004-05-23 05:00:00,0.3,27.0,37.0,17.7,56.0,1.1215
2004-05-23 06:00:00,0.4,41.0,53.0,17.9,52.4,1.0655
2004-05-23 07:00:00,0.8,78.0,79.0,18.9,49.3,1.0668
2004-05-23 08:00:00,0.8,68.0,65.0,20.0,48.6,1.1199
2004-05-23 09:00:00,0.8,64.0,64.0,20.6,41.2,0.9841
2004-05-23 10:00:00,0.8,67.0,66.0,23.6,34.0,0.9749
2004-05-23 11:00:00,0.9,54.0,53.0,26.7,28.1,0.9688
2004-05-23 12:00:00,1.2,67.0,69.0,26.8,28.1,0.9785
2004-05-23 13:00:00,1.0,51.0,57.0,27.7,25.8,0.9467
2004-05-23 14:00:00,0.8,28.0,36.0,28.8,22.7,0.8864
2004-05-23 15:00:00,1.1,51.0,57.0,26.8,27.3,0.9462
2004-05-23 16:00:00,1.5,77.0,73.0,25.9,28.7,0.9423
2004-05-23 17:00:00,1.5,93.0,81.0,25.8,27.7,0.9076
2004-05-23 18:00:00,1.4,94.0,91.0,24.8,29.5,0.9077
2004-05-23 19:00:00,1.1,69.0,65.0,25.3,36.3,1.1513
2004-05-23 20:00:00,0.9,57.0,56.0,23.9,40.4,1.1787
2004-05-23 21:00:00,1.0,74.0,69.0,21.4,46.6,1.1764
2004-05-23 22:00:00,1.1,75.0,73.0,20.5,49.3,1.173
2004-05-23 23:00:00,1.0,73.0,76.0,19.2,42.3,0.9339
2004-05-24 00:00:00,0.7,56.0,67.0,19.2,37.9,0.8352
2004-05-24 01:00:00,0.5,31.0,44.0,17.2,43.1,0.8394
2004-05-24 02:00:00,0.2,13.0,21.0,15.8,45.2,0.8052
2004-05-24 05:00:00,0.1,23.0,29.0,16.1,36.5,0.664
2004-05-24 06:00:00,0.5,72.0,69.0,16.5,36.2,0.6752
2004-05-24 07:00:00,1.6,165.0,111.0,17.5,30.9,0.6111
2004-05-24 08:00:00,2.0,118.0,81.0,18.4,24.0,0.5046
2004-05-24 09:00:00,1.3,85.0,56.0,19.2,23.8,0.5235
2004-05-24 10:00:00,1.0,116.0,90.0,21.7,18.1,0.4642
2004-05-24 11:00:00,0.9,112.0,85.0,22.3,17.0,0.4513
2004-05-24 12:00:00,1.2,100.0,83.0,22.8,16.1,0.4404
2004-05-24 13:00:00,1.3,109.0,85.0,23.8,14.5,0.4222
2004-05-24 14:00:00,1.1,111.0,85.0,25.1,13.1,0.4129
2004-05-24 15:00:00,1.2,109.0,81.0,25.8,12.9,0.4219
2004-05-24 16:00:00,1.4,114.0,92.0,25.5,14.0,0.4495
2004-05-24 17:00:00,2.0,139.0,108.0,24.5,15.4,0.4663
2004-05-24 18:00:00,2.4,157.0,106.0,22.6,17.2,0.4656
2004-05-24 19:00:00,2.1,147.0,114.0,21.2,18.9,0.471
2004-05-24 20:00:00,1.2,102.0,96.0,19.1,22.8,0.501
2004-05-24 21:00:00,0.7,73.0,77.0,18.4,24.6,0.5169
2004-05-24 22:00:00,0.7,65.0,73.0,17.3,25.6,0.5032
2004-05-24 23:00:00,0.8,76.0,86.0,16.5,24.9,0.4642
2004-05-25 00:00:00,0.5,65.0,84.0,16.7,28.3,0.5316
2004-05-25 01:00:00,0.2,41.0,56.0,15.5,32.2,0.5641
2004-05-25 05:00:00,0.1,45.0,51.0,11.6,40.0,0.5462
2004-05-25 06:00:00,0.2,40.0,45.0,13.4,34.5,0.5272
2004-05-25 07:00:00,1.1,101.0,82.0,15.2,31.0,0.5329
2004-05-25 08:00:00,3.0,183.0,100.0,16.3,27.5,0.5066
2004-05-25 09:00:00,2.1,149.0,91.0,19.2,20.0,0.439
2004-05-25 10:00:00,2.6,207.0,130.0,24.9,13.0,0.4038
2004-05-25 11:00:00,3.2,289.0,155.0,28.3,9.9,0.3754
2004-05-25 12:00:00,2.1,159.0,114.0,29.2,9.8,0.3914
2004-05-25 13:00:00,2.2,162.0,127.0,31.6,9.2,0.419
2004-05-25 14:00:00,2.4,173.0,138.0,32.6,9.3,0.4499
2004-05-26 09:00:00,4.0,173.0,138.0,20.4,35.7,0.844
2004-05-26 10:00:00,2.2,188.0,136.0,26.1,23.8,0.7938
2004-05-26 11:00:00,1.8,159.0,135.0,28.8,21.1,0.8193
2004-05-26 12:00:00,1.6,146.0,115.0,29.6,19.4,0.7897
2004-05-26 13:00:00,1.8,127.0,112.0,31.6,16.4,0.7489
2004-05-26 14:00:00,1.6,128.0,112.0,32.3,13.3,0.6303
2004-05-26 15:00:00,1.6,120.0,109.0,31.8,13.5,0.6249
2004-05-26 16:00:00,1.3,115.0,112.0,31.8,13.8,0.6394
2004-05-28 15:00:00,1.7,133.0,115.0,29.6,18.9,0.7692
2004-05-28 16:00:00,1.7,131.0,117.0,28.0,23.2,0.8613
2004-05-28 17:00:00,2.1,133.0,105.0,23.6,41.0,1.1786
2004-05-28 18:00:00,2.2,141.0,114.0,21.5,48.1,1.2148
2004-05-28 19:00:00,1.8,112.0,103.0,22.1,44.1,1.1573
2004-05-28 20:00:00,1.8,147.0,119.0,20.2,47.2,1.1043
2004-05-28 21:00:00,0.9,104.0,102.0,20.0,47.6,1.103
2004-05-28 22:00:00,1.0,97.0,96.0,19.8,46.8,1.0697
2004-05-28 23:00:00,2.0,128.0,109.0,19.6,47.0,1.0606
2004-05-29 00:00:00,1.8,138.0,119.0,19.3,46.3,1.0279
2004-05-29 01:00:00,1.1,93.0,103.0,18.5,48.7,1.0286
2004-05-29 02:00:00,0.6,71.0,84.0,18.0,51.4,1.0504
2004-05-29 03:00:00,0.3,71.0,84.0,17.9,50.8,1.0355
2004-05-29 06:00:00,0.1,41.0,45.0,17.9,46.1,0.9383
2004-05-29 07:00:00,0.5,84.0,80.0,18.4,43.9,0.9192
2004-05-29 08:00:00,0.6,77.0,77.0,18.9,42.1,0.9081
2004-05-29 09:00:00,0.5,73.0,68.0,19.2,39.7,0.8728
2004-05-29 10:00:00,0.7,72.0,66.0,20.8,36.6,0.8878
2004-05-29 11:00:00,0.7,77.0,70.0,21.3,35.8,0.8975
2004-05-29 12:00:00,0.9,82.0,74.0,21.8,34.9,0.9004
2004-05-29 13:00:00,0.7,67.0,64.0,22.8,31.4,0.8615
2004-05-29 14:00:00,0.4,59.0,60.0,22.9,31.3,0.862
2004-05-29 15:00:00,0.5,61.0,63.0,22.9,30.7,0.8461
2004-05-29 16:00:00,0.6,76.0,75.0,23.8,29.2,0.8499
2004-05-29 17:00:00,0.6,73.0,79.0,23.2,30.2,0.8442
2004-05-29 18:00:00,0.8,87.0,83.0,22.4,31.3,0.8365
2004-05-29 19:00:00,1.0,98.0,93.0,21.7,32.2,0.825
2004-05-29 20:00:00,1.2,123.0,112.0,20.8,33.2,0.8061
2004-05-29 21:00:00,1.0,102.0,103.0,20.1,35.0,0.8149
2004-05-29 22:00:00,1.3,102.0,93.0,19.5,36.9,0.8258
2004-05-29 23:00:00,2.7,142.0,112.0,19.0,38.2,0.8327
2004-05-30 00:00:00,2.7,148.0,125.0,18.5,39.4,0.832
2004-05-30 01:00:00,1.6,107.0,107.0,17.8,41.7,0.844
2004-05-30 02:00:00,0.6,61.0,76.0,19.2,42.0,0.9248
2004-05-30 03:00:00,0.3,61.0,76.0,17.8,44.8,0.9048
2004-05-30 05:00:00,0.1,25.0,37.0,17.2,47.2,0.9178
2004-05-30 06:00:00,0.1,32.0,45.0,17.3,47.6,0.9295
2004-05-30 07:00:00,0.2,48.0,61.0,18.6,44.2,0.9385
2004-05-30 08:00:00,0.3,60.0,67.0,20.2,37.8,0.8837
2004-05-30 09:00:00,0.3,52.0,60.0,22.0,31.9,0.8335
2004-05-30 10:00:00,0.4,58.0,64.0,25.5,25.9,0.8339
2004-05-30 11:00:00,0.3,54.0,64.0,27.5,22.8,0.8249
2004-05-30 12:00:00,0.3,52.0,59.0,28.7,20.7,0.8024
2004-05-30 13:00:00,0.1,34.0,41.0,29.1,19.6,0.7771
2004-05-30 14:00:00,0.1,41.0,46.0,29.8,18.4,0.7595
2004-05-30 15:00:00,0.2,41.0,46.0,32.0,15.0,0.7028
2004-05-30 16:00:00,0.6,65.0,77.0,30.3,17.0,0.7232
2004-05-30 17:00:00,0.5,65.0,83.0,31.7,16.2,0.745
2004-05-30 18:00:00,0.9,84.0,90.0,29.2,19.6,0.7817
2004-05-30 19:00:00,1.1,89.0,95.0,27.4,23.8,0.858
2004-05-30 20:00:00,1.3,114.0,113.0,25.0,26.9,0.8408
2004-05-30 21:00:00,1.5,127.0,128.0,23.6,30.1,0.8663
2004-05-30 22:00:00,1.2,117.0,117.0,22.3,33.6,0.8913
2004-05-30 23:00:00,0.4,46.0,64.0,21.4,36.9,0.9271
2004-05-31 00:00:00,0.2,16.0,28.0,20.6,39.9,0.9597
2004-05-31 01:00:00,0.3,27.0,46.0,19.7,43.2,0.9812
2004-05-31 06:00:00,0.5,82.0,60.0,16.6,52.1,0.9785
2004-05-31 07:00:00,1.6,167.0,83.0,17.4,50.9,1.0017
2004-05-31 08:00:00,3.6,248.0,129.0,19.3,46.0,1.0185
2004-05-31 09:00:00,2.2,213.0,137.0,20.9,43.6,1.0683
2004-05-31 10:00:00,1.6,161.0,121.0,25.6,33.3,1.0773
2004-05-31 11:00:00,1.4,144.0,123.0,28.9,26.0,1.0188
2004-05-31 12:00:00,1.4,127.0,120.0,30.3,22.8,0.9695
2004-05-31 13:00:00,1.5,116.0,119.0,30.9,24.4,1.0724
2004-05-31 14:00:00,1.3,124.0,121.0,30.5,26.2,1.1278
2004-05-31 15:00:00,1.2,115.0,111.0,30.7,23.4,1.015
2004-05-31 16:00:00,1.8,150.0,128.0,28.1,29.8,1.1132
2004-05-31 17:00:00,3.0,221.0,159.0,26.9,32.2,1.1267
2004-05-31 18:00:00,3.5,227.0,161.0,26.0,34.6,1.1485
2004-05-31 19:00:00,2.4,156.0,116.0,24.5,37.7,1.1454
2004-05-31 20:00:00,1.1,97.0,96.0,21.7,46.9,1.2044
2004-05-31 21:00:00,0.8,78.0,69.0,19.3,68.8,1.519
2004-05-31 22:00:00,0.4,60.0,58.0,17.6,81.6,1.6296
2004-05-31 23:00:00,0.6,61.0,59.0,17.8,80.3,1.6212
2004-06-01 00:00:00,0.3,46.0,45.0,18.6,75.7,1.6074
2004-06-01 05:00:00,0.1,39.0,41.0,16.8,81.3,1.5452
2004-06-01 06:00:00,0.3,107.0,65.0,17.3,78.6,1.5412
2004-06-01 07:00:00,1.4,190.0,94.0,16.9,80.9,1.5472
2004-06-01 08:00:00,2.7,236.0,100.0,17.1,79.8,1.542
2004-06-01 09:00:00,2.3,227.0,103.0,18.5,70.3,1.4826
